location,utc,PM2.5,PM10,Total,unit
Camden - Bloomsbury,2021-09-29 15:00:00+00:00,5,11,16,µg/m³
Camden - Bloomsbury,2021-09-29 14:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 13:00:00+00:00,4,12,16,µg/m³
Camden - Bloomsbury,2021-09-29 12:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 11:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 10:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 09:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 08:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 07:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-29 06:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-09-29 05:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-09-29 04:00:00+00:00,5,13,18,µg/m³
Camden - Bloomsbury,2021-09-29 03:00:00+00:00,5,14,19,µg/m³
Camden - Bloomsbury,2021-09-29 02:00:00+00:00,5,14,19,µg/m³
Camden - Bloomsbury,2021-09-29 01:00:00+00:00,1,3,4,µg/m³
Camden - Bloomsbury,2021-09-29 00:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-09-28 23:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-09-28 22:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-09-28 21:00:00+00:00,6,16,22,µg/m³
Camden - Bloomsbury,2021-09-28 20:00:00+00:00,6,16,22,µg/m³
Camden - Bloomsbury,2021-09-28 19:00:00+00:00,6,16,22,µg/m³
Camden - Bloomsbury,2021-09-28 18:00:00+00:00,6,16,22,µg/m³
Camden - Bloomsbury,2021-09-28 17:00:00+00:00,6,16,22,µg/m³
Camden - Bloomsbury,2021-09-28 16:00:00+00:00,6,16,22,µg/m³
Camden - Bloomsbury,2021-09-28 15:00:00+00:00,7,16,23,µg/m³
Camden - Bloomsbury,2021-09-28 14:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-09-28 13:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-09-28 12:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-09-28 11:00:00+00:00,7,15,22,µg/m³
Camden - Bloomsbury,2021-09-28 10:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-09-28 09:00:00+00:00,6,15,21,µg/m³
Camden - Bloomsbury,2021-09-28 08:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-28 07:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-28 06:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-28 05:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-28 04:00:00+00:00,6,14,20,µg/m³
Camden - Bloomsbury,2021-09-28 03:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-09-28 02:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-09-28 01:00:00+00:00,5,12,17,µg/m³
Camden - Bloomsbury,2021-09-28 00:00:00+00:00,6,13,19,µg/m³
Camden - Bloomsbury,2021-09-27 23:00:00+00:00,6,13,19,µg/m³
